slug,title,authors,date
digital-humanities-training-and-community,Digital Humanities Training,Jennifer Guiliano,6/13/2012 8:30
trends-at-the-digital-humanities-summer-institute,Trends at the Digital Humanities Summer Institute,Jennifer Guiliano,6/12/2012 8:30
almost-ready-for-prime-time,Almost Ready for Prime Time,Hayim Lapin,5/25/2012 9:00
on-fish-fla-and-the-digital-humanities,"On Fish, FLA, and the Digital Humanities",Peter Mallios,5/23/2012 9:00
announcingdhwi,Announcing the Digital Humanities Winter Institute,MITH,5/15/2012 8:59
progress-update-on-the-modern-british-archive,Progress Update on the Modern British Archive,Jennifer Wellman,5/9/2012 9:00
why-use-visualizations-to-study-poetry,Why use visualizations to study poetry?,Lisa Marie Antonille Rhody,5/7/2012 9:00
wireframe-as-metaphor-architecting-a-digital-edition-for-katherine-anne-porters-letters,Wireframe as Metaphor: Architecting a Digital Edition for Katherine Anne Porter’s Letters,Wendy Hagenmaier,5/4/2012 9:30
58-mith-digital-dialogue-mark-matienzo-contextual-futures-the-meaning-structure-and-use-of-archival-description,"5/8 MITH Digital Dialogue: Mark Matienzo, ""Contextual Futures: The Meaning, Structure, and Use of Archival Description""",Digital Dialogues,5/2/2012 8:55
haim-lapin-housekeeping,Housekeeping,Hayim Lapin,4/30/2012 9:30
how-can-you-love-a-work-if-you-dont-know-it-six-lessons-from-team-markup,How Can You Love a Work If You Don't Know It?: Six Lessons from Team MARKUP,Amanda Visconti,4/27/2012 5:47
51-mith-digital-dialogue-carla-peterson-and-seth-denbo-from-print-to-digital-the-black-gotham-digital-archive,"5/1 MITH Digital Dialogue: Carla Peterson and Seth Denbo, ""From Print to Digital: The Black Gotham Digital Archive""",Digital Dialogues,4/25/2012 8:55
taking-stock,Taking Stock,Carla L. Peterson,4/23/2012 15:21
424-mith-digital-dialogue-jeremy-dibbell-enhancing-the-bibliosphere-bringing-historical-libraries-to-life-at-librarything,"4/24 MITH Digital Dialogue: Jeremy Dibbell, ""Enhancing the Bibliosphere: Bringing Historical Libraries to Life at LibraryThing""",Digital Dialogues,4/18/2012 11:11
carla-peterson-wins-2011-nyc-book-award-for-black-gotham,Carla Peterson Wins 2011 NYC Book Award for Black Gotham,Emma Millon,4/16/2012 12:33
names-of-the-game,Names of the Game,Nicholas Slaughter,4/16/2012 8:28
upcoming-event-this-saturday-414-theorizing-the-web-conference,Upcoming Event This Saturday 4/14: Theorizing the Web Conference,MITH,4/12/2012 10:17
417-mith-digital-dialogue-jeffrey-schnapp-building-the-digital-public-library-of-america,"4/17 MITH Digital Dialogue: Jeffrey Schnapp, ""Building the Digital Public Library of America""",Digital Dialogues,4/11/2012 9:00
looking-back-and-looking-ahead-interedition-symposium-2012,Looking Back and Looking Ahead: Interedition Symposium 2012,Grant Dickie,4/10/2012 15:08
carla-peterson-interviewed-by-brian-lehrer,Carla Peterson Interviewed by Brian Lehrer,Emma Millon,4/6/2012 9:48
designing-applications-for-extensibility-and-reuse,Designing Applications for Extensibility and Reuse,James Smith,4/5/2012 12:19
410-mith-digital-dialogue-jordan-boyd-graber-making-topics-more-humane,"4/10 MITH Digital Dialogue: Jordan Boyd-Graber, ""Making Topics More Human(e)""",Digital Dialogues,4/4/2012 9:10
archive-of-emotion,Archive of Emotion,Katherine Stanutz,4/2/2012 12:30
small-projects-limited-datasets,Small Projects & Limited Datasets,Lisa Marie Antonille Rhody,4/2/2012 9:37
server-maintenance-this-weekend,Update: Server Maintenance This Weekend,James Smith,3/30/2012 12:24
43-mith-digital-dialogue-bill-ferster-historical-interactive-visualization-coaxing-data-to-tell-stories,"4/3 MITH Digital Dialogue: Bill Ferster, ""Historical Interactive Visualization: Coaxing Data to Tell Stories""",Digital Dialogues,3/28/2012 9:00
archives-and-algorithms-thinking-about-encoding-digital-scholarly-editions,Archives and Algorithms: Thinking about Encoding Digital Scholarly Editions,Wendy Hagenmaier,3/26/2012 13:15
ocr-xml-topic-modeling-and-braille-accessibility-coming-soon-thanks-to-the-neh,"OCR, XML, Topic Modeling, and Braille Accessibility: Coming Soon Thanks to the NEH!",MITH,3/20/2012 23:39
327-mith-digital-dialogue-craig-saper-reading-as-a-publishing-practice,"3/27 MITH Digital Dialogue: Craig Saper, “R\e\a\d/i/n/g/ as a Publishing Practice”",Digital Dialogues,3/14/2012 13:00
the-black-gotham-digital-archive-the-draft-riots-of-july-1863,The Black Gotham Digital Archive: The Draft Riots of July 1863,Carla L. Peterson,3/14/2012 9:30
mith-associate-director-participating-in-knowledge-organization-and-data-modeling-in-the-humanities-workshop,MITH Associate Director Participating in “Knowledge Organization and Data Modeling in the Humanities” Workshop,Trevor Muñoz,3/12/2012 18:27
progress-real-but-in-small-steps,"Progress, real but in small steps",Hayim Lapin,3/12/2012 9:01
mith-associate-director-speaking-at-dc-public-library-panel-discussion-on-history-of-reading,MITH Associate Director Speaking at DC Public Library Panel Discussion on History of Reading,Emma Millon,3/8/2012 14:10
313-mith-digital-dialogue-lisa-m-snyder-a-conversation-about-compulsion-the-worlds-columbian-exposition-of-1893-and-virtual-reality,"3/13 MITH Digital Dialogue: Lisa M. Snyder, ""A Conversation about Compulsion, the World’s Columbian Exposition of 1893, and Virtual Reality""",Digital Dialogues,3/8/2012 8:44
announcing-miths-newly-launched-website,Announcing MITH’s Newly Launched Website!,Neil Fraistat,3/7/2012 10:24
my-dissertation-in-the-year-2112,My Dissertation in the Year 2112,Rebecca Borden,3/6/2012 9:11
mith-faculty-fellow-to-speak-at-um-libraries-campus-author-series,MITH Faculty Fellow to Speak at UM Libraries' Campus Author Series,Emma Millon,3/5/2012 8:26
into-the-electronic-reading-room-stewarding-digital-scholarly-editions,Into the Electronic Reading Room: Stewarding Digital Scholarly Editions,Wendy Hagenmaier,3/2/2012 14:57
chasing-the-great-data-whale,Chasing the Great Data Whale,Lisa Marie Antonille Rhody,3/2/2012 9:10
36-mith-digital-dialogue-lynn-cazabon-the-archives-shadow,"3/6 MITH Digital Dialogue: Lynn Cazabon, ""The Archive's Shadow""",Digital Dialogues,3/1/2012 8:00
special-edition-digital-dialogue-beth-plale-digital-humanities-at-scale-the-hathitrust-research-center,"Special Edition Digital Dialogue: Beth Plale, ""Digital Humanities at Scale: the HathiTrust Research Center""",Digital Dialogues,2/27/2012 13:02
from-digital-humanities-to-neuroscience-to-speculative-realism-a-day-in-the-reading-life-of-neil-fraistat,From Digital Humanities to Neuroscience to Speculative Realism: A Day in the Reading Life of Neil Fraistat,MITH,2/24/2012 13:14
mith-faculty-fellow-carla-peterson-in-the-news,MITH Faculty Fellow Carla Peterson in the News,Emma Millon,2/22/2012 13:16
228-mith-digital-dialogue-leigh-wilson-smiley-vocal-visions,"2/28 MITH Digital Dialogue: Leigh Wilson Smiley, ""Vocal Visions""",Digital Dialogues,2/22/2012 11:16
part-2-mith-faculty-fellow-answers-readers-questions-on-times-taking-questions,Part 2: MITH Faculty Fellow Answers Readers' Questions on Times’ “Taking Questions”,Emma Millon,2/20/2012 13:02
open-water,Open Water,Peter Mallios,2/20/2012 12:41
221-mith-digital-dialogue-michael-witmore-shakespeare-from-the-waist-down,"2/21 MITH Digital Dialogue: Michael Witmore, ""Shakespeare from the Waist Down""",Digital Dialogues,2/16/2012 12:00
reports-from-glam-camp,Reports from GLAM Camp,Grant Dickie,2/16/2012 8:40
mith-faculty-fellow-answers-readers-questions-on-times-taking-questions,MITH Faculty Fellow Answers Readers' Questions on Times’ “Taking Questions”,Emma Millon,2/15/2012 8:34
214-mith-digital-dialogue-melanie-kill-knowledge-and-meaning-in-the-information-age-a-humanist-perspective-on-wikipedia,"2/14 MITH Digital Dialogue: Melanie Kill, “Knowledge and Meaning in the Information Age: A Humanist Perspective on Wikipedia”",Digital Dialogues,2/8/2012 8:00
extremely-visible-and-incredibly-close-reading-of-logos,Extremely Visible and Incredibly Close Reading of Logos,Amanda Visconti,2/7/2012 11:43
the-dlc-is-back,The DLC is Back!,MITH,2/7/2012 9:27
former-mither-doug-reside-featured-in-the-new-york-times,Former MITHer Doug Reside Featured in The New York Times,MITH,2/2/2012 14:34
27-mith-digital-dialogue-julia-flanders-small-tei-projects-on-a-large-scale-tapas,"2/7 MITH Digital Dialogue: Julia Flanders, ""Small TEI Projects on a Large Scale: TAPAS""",Digital Dialogues,1/31/2012 8:00
storytelling,Storytelling,Carla L. Peterson,1/30/2012 8:20
spring-mith-monitor-hot-off-the-press,Spring MITH Monitor Hot Off the Press!,Emma Millon,1/27/2012 12:23
deena-larsen-collection-temporarily-down,Deena Larsen Collection Temporarily Down,MITH,1/26/2012 16:04
thinking-about-the-end-product,Thinking about the End Product,Hayim Lapin,1/26/2012 10:12
thatcamp-games-maryland-is-for-gamers,THATCamp Games: Maryland Is For Gamers,Amanda Visconti,1/25/2012 13:33
telling-the-story-of-foreign-literatures-in-america,Telling the Story of Foreign Literatures in America,Jennifer Wellman,1/23/2012 15:10
mith-welcomes-lisa-rhody-as-winnemore-fellow,MITH Welcomes Lisa Rhody as Winnemore Fellow,MITH,1/18/2012 9:18
bitcurator-is-designing-curation-tools-for-use,BitCurator is Designing Curation Tools for Use,Porter Olsen,1/12/2012 14:50
announcing-our-spring-digital-dialogues,Announcing our Spring Digital Dialogues!,Emma Millon,1/12/2012 12:34
digitally-networking-the-humanities,Digitally Networking the Humanities,MITH,1/11/2012 16:32
publicist-wanted,Publicist Wanted,MITH,1/10/2012 13:42
reinventing-the-boundaries-of-american-literature,Reinventing the Boundaries of American Literature,Nicholas Slaughter,1/9/2012 10:34
miths-associate-director-in-the-new-york-times,MITH’s Associate Director in The New York Times,MITH,1/3/2012 11:50
new-output,New Output,Hayim Lapin,1/3/2012 9:58
report-workshop-on-tools-for-digital-scholarly-editions-cologne-germany,"Report: Workshop on Tools for Digital Scholarly Editions (Cologne, Germany)",Grant Dickie,1/2/2012 16:23
beginning-to-have-something-to-show-for-it,Beginning to Have Something to Show for It,Hayim Lapin,12/23/2011 12:13
searching-for-the-quantum-dimension-of-foreign-literature,Searching for the Quantum Dimension of Foreign Literature,Rebecca Borden,12/21/2011 17:45
beginnings-bga,Beginnings,Carla L. Peterson,12/20/2011 15:51
bitcurator-team-convenes-to-analyze-digital-forensics-in-archival-workflows,BitCurator Team Convenes to Analyze Digital Forensics in Archival Workflows,MITH,12/15/2011 13:54
beginnings-fla,Beginnings…,Peter Mallios,12/7/2011 12:09
whats-the-virtue-of-virtuality,What's the Virtue of Virtuality?,Carla L. Peterson,11/21/2011 9:57
progress-involves-some-undoing,Progress Involves Some Undoing,Hayim Lapin,11/17/2011 14:52
1129-mith-digital-dialogue-beth-bonsignore-ann-fraistat-kari-kraus-amanda-visconti-its-not-a-game-to-me-args-game-design-secret-agents-in-the-schoolroom,"11/29 MITH Digital Dialogue: Beth Bonsignore, Ann Fraistat, Kari Kraus, Amanda Visconti, ""'It's not a game to me:' ARGs, Game Design & Secret Agents in the Schoolroom""",Digital Dialogues,11/17/2011 9:00
come-chat-about-dh-gender-sexuality,"Come chat about DH, gender & sexuality...",Jennifer Guiliano,11/14/2011 14:43
delmas-grant-to-support-the-shelley-godwin-archive,Delmas Grant to Support the Shelley-Godwin Archive,MITH,11/14/2011 13:00
1115-mith-digital-dialogue-beth-coleman-everything-is-animated-pervasive-media-and-the-networked-subject,"11/15 MITH Digital Dialogue: Beth Coleman, ""Everything is Animated: Pervasive Media and the Networked Subject""",Digital Dialogues,11/10/2011 12:00
mith-receives-the-bill-bly-collection-of-electronic-literature,MITH Receives the Bill Bly Collection of Electronic Literature,MITH,11/10/2011 10:42
confessions,Confessions,Carla L. Peterson,11/8/2011 16:30
archive-ahoy-a-dive-into-the-world-of-game-preservation,Archive Ahoy!: A Dive into the World of Game Preservation,Emma Millon,11/4/2011 12:28
118-mith-digital-dialogue-peter-kay-thoughts-on-the-decline-of-the-book-as-physical-object,"11/8 MITH Digital Dialogue: Peter Kay, ""Thoughts on the Decline of the Book as Physical Object""",Digital Dialogues,11/3/2011 8:33
nanodhmo-nadhmo-whatever-lets-just-make-something,"NanoDHMo, NaDHMo, ... Whatever, Let's Just Make Something",James Smith,11/2/2011 10:42
111-mith-digital-dialogue-trevor-munoz-learning-on-the-job-data-curation-by-humanists-librarians-and-the-public,"11/1 MITH Digital Dialogue: Trevor Muñoz, ""Learning on the Job: Data Curation by Humanists, Librarians, and the Public""",Digital Dialogues,10/28/2011 7:14
videogames-as-objects-of-cultural-preservation,Videogames as Objects of Cultural Preservation,Rachel Donahue,10/27/2011 13:59
seeking-applications-for-winnemore-dissertation-fellowship,Seeking Applications for Winnemore Dissertation Fellowship,MITH,10/25/2011 10:41
1025-mith-digital-dialogue-rachel-frick-networked-macrosolutions-library-peer-sourced-collaborative-services,"10/25 MITH Digital Dialogue: Rachel Frick, ""Networked Macrosolutions: Library Peer-Sourced Collaborative Services""",Digital Dialogues,10/20/2011 11:00
mith-partners-with-unc-sils-on-digital-forensics-project,MITH Partners with UNC SILS on Digital Forensics Project,MITH,10/20/2011 8:21
starting-out,Starting Out,Hayim Lapin,10/19/2011 15:11
witches-networks-of-intellectual-history-magnetic-recording-railroads-and-womens-writing-at-the-2011-nebraska-digital-workshop,"Witches, Networks of Intellectual History, Magnetic Recording, Railroads, and Women's Writing at the 2011 Nebraska Digital Workshop",Trevor Muñoz,10/19/2011 13:05
travis-brown-to-lead-research-and-development-as-assistant-director,Travis Brown to Lead Research and Development as Assistant Director,MITH,10/18/2011 16:54
diggable-data-scalable-reading-and-new-humanities-scholarship,"Diggable Data, Scalable Reading, and New Humanities Scholarship",Seth Denbo,10/18/2011 8:59
1018-mith-digital-dialogue-jennifer-guiliano-practical-strategies-for-digital-humanities-development-10-things-i-wish-someone-would-have-told-me-before-i-began-digital-humanities-research,"10/18 MITH Digital Dialogue: Jennifer Guiliano, ""Practical Strategies for Digital Humanities Development: 10 Things I Wish Someone Would Have Told Me Before I Began Digital Humanities Research""",Digital Dialogues,10/12/2011 11:00
transcribing-the-shelley-godwin-archive,Transcribing The Shelley-Godwin Archive,David Brookshire,10/12/2011 9:39
interedition-bootcamp-wuerzburg-day-5,Interedition Bootcamp Wuerzburg: Day 5,Grant Dickie,10/11/2011 17:39
an-english-professor-among-the-archivists,An English Professor Among the Archivists,Matthew Kirschenbaum,10/10/2011 11:38
interedition-bootcamp-wuerzburg-day-3-4,Interedition Bootcamp Wuerzburg: Day 3 & 4,Grant Dickie,10/10/2011 10:43
interedition-bootcamp-wuerzburg-day-2-contd,Interedition Bootcamp Wuerzburg: Day 2 (Cont'd),Grant Dickie,10/9/2011 4:12
interedition-bootcamp-wuerzburg-day-2,Interedition Bootcamp Wuerzburg: Day 2,Grant Dickie,10/8/2011 6:26
interedition-bootcamp-day-1,Interedition Bootcamp: Day 1,Grant Dickie,10/7/2011 15:35
1011-mith-digital-dialogue-fred-gibbs-criticism-in-the-digital-humanities,"10/11 MITH Digital Dialogue: Fred Gibbs, ""Criticism in the Digital Humanities""",Digital Dialogues,10/6/2011 8:35
mith-sponsors-thatcamp-games,MITH Sponsors THATCamp Games,Amanda Visconti,10/5/2011 13:23
104-mith-digital-dialogue-robert-k-nelson-hardtack-and-software-topic-modeling-in-civil-war-newspapers,"10/4 MITH Digital Dialogue: Robert K. Nelson, ""Hardtack and Software: Topic Modeling in Civil War Newspapers""",Digital Dialogues,9/29/2011 11:00
1004-mith-digital-dialogue-robert-k-nelson-hardtack-and-software-topic-modeling-in-civil-war-newspapers,"10/04 MITH Digital Dialogue: Robert K. Nelson, ""Hardtack and Software: Topic Modeling in Civil War Newspapers""",Digital Dialogues,9/28/2011 9:00
whats-happening-at-mith,What's Happening at MITH?,MITH,9/26/2011 8:32
927-mith-digital-dialogue-david-mimno-computational-historiography-in-a-century-of-classics-journals,"9/27 MITH Digital Dialogue: David Mimno, ""Computational Historiography in a Century of Classics Journals""",Digital Dialogues,9/22/2011 8:00
position-available-mith-graduate-assistant,Position Available: MITH Graduate Assistant,MITH,9/20/2011 10:20
920-mith-digital-dialogue-aditi-muralidharan-large-scale-text-analysis-in-the-digital-humanities-methods-and-challenges,"9/20 MITH Digital Dialogue: Aditi Muralidharan, ""Large Scale Text Analysis in the Digital Humanities: Methods and Challenges""",Digital Dialogues,9/14/2011 9:00
announcing-our-fall-digital-dialogues,Announcing Our Fall Digital Dialogues!,Digital Dialogues,9/6/2011 9:47
introducing-the-mith-monitor,Introducing the MITH Monitor,Neil Fraistat,8/31/2011 8:49
faculty-fellowships-open-up-new-avenues-for-research-collaboration,Faculty Fellowships Open Up New Avenues for Research Collaboration,MITH,8/29/2011 8:51
reading-the-topic-modeling-literature,Reading the Topic Modeling Literature,Clay Templeton,8/19/2011 13:40
reflections-on-scale-and-topic-modeling,Reflections on Scale and Topic Modeling,Sayan Bhattacharyya,8/8/2011 9:40
topic-modeling-in-the-humanities-an-overview,Topic Modeling in the Humanities: An Overview,Clay Templeton,8/1/2011 9:16
digital-amphitheatres-virtual-odea-announcing-the-launch-of-theatre-finder,"Digital Amphitheatres, Virtual Odea: Announcing the Launch of Theatre Finder",Emma Millon,7/26/2011 14:45
born-digital-materials-at-uvas-rare-book-school,Born-Digital Materials at UVA's Rare Book School,Matthew Kirschenbaum,7/25/2011 12:22
digging-into-data-with-topic-models,Digging into Data with Topic Models,Sayan Bhattacharyya,7/22/2011 11:11
mith-welcomes-new-assistant-director,MITH Welcomes New Assistant Director,MITH,7/21/2011 15:02
tile-1-0,TILE 1.0,Dave Lester,7/21/2011 11:51
mith-awarded-amazon-web-services-grant,MITH Awarded Amazon Web Services Grant,Travis Brown,7/15/2011 9:06
welcome-clay-and-sayan,Welcome Clay and Sayan,MITH,7/14/2011 12:27
new-models-for-scholarly-communication,New Models for Scholarly Communication,Neil Fraistat,7/14/2011 9:35
project-bamboo-building-shared-infrastructure-for-humanities-research,Project Bamboo: Building Shared Infrastructure for Humanities Research,Emma Millon,7/1/2011 10:20
you-say-tomayto-i-say-tomahto-announcing-the-visual-accent-and-dialect-archive-vada,"You Say Tomayto, I Say Tomahto: Announcing the Visual Accent and Dialect Archive (VADA)",Emma Millon,6/23/2011 14:19
accessing-the-dlc-from-a-distance,Accessing the DLC from a Distance?,Leighton Christiansen,6/21/2011 9:00
mith-welcomes-new-associate-director,MITH Welcomes New Associate Director,MITH,6/18/2011 20:48
nea-grant-to-build-music-theater-online-1866-1923,NEA Grant to Build Music Theater Online: 1866-1923,MITH,6/14/2011 11:41
hands-on-the-dlc-finding-and-finding-aids,Hands on the DLC: Finding and Finding Aids,Leighton Christiansen,6/13/2011 9:00
frankenstein-goes-digital-recent-neh-award-to-build-shelley-godwin-archive,Frankenstein Goes Digital: Recent NEH Award to Build Shelley-Godwin Archive,Emma Millon,6/7/2011 15:41
the-deena-larsen-collection-as-a-research-test-bed,The Deena Larsen Collection as a Research Test Bed,Leighton Christiansen,6/6/2011 9:00
visiting-the-deena-larsen-collection,Visiting the Deena Larsen Collection,Leighton Christiansen,5/31/2011 13:25
preserving-the-roguish-form-a-conversation-in-hypertexts-with-bill-bly-and-deena-larsen,Preserving the Roguish Form: A Conversation in Hypertexts with Bill Bly and Deena Larsen,MITH,5/24/2011 22:40
position-available-mith-assistant-director,Position Available: MITH Assistant Director,Neil Fraistat,5/23/2011 12:59
mith-is-moving-on,MITH is Moving On!,Emma Millon,5/18/2011 12:15
documenting-dance-upcoming-event-monday-516-at-the-kennedy-center,Documenting Dance: Upcoming Event Monday 5/16 at the Kennedy Center,Emma Millon,5/9/2011 12:48
semester-finale-of-stylish-happenings,Semester Finale of Stylish Happenings,MITH,5/5/2011 15:04
mith-welcomes-new-community-lead,MITH Welcomes New Community Lead,Neil Fraistat,4/27/2011 11:36
53-mith-digital-dialogue-siva-vaidhyanathan-the-googlization-of-surveillance,"5/3 MITH Digital Dialogue: Siva Vaidhyanathan, ""The Googlization of Surveillance""",Digital Dialogues,4/27/2011 9:31
426-mith-digital-dialogue-neil-fraistat-and-seth-denbo-diggable-data-scalable-reading-and-new-humanities-scholarship,"4/26 MITH Digital Dialogue: Neil Fraistat and Seth Denbo, ""Diggable Data, Scalable Reading, and New Humanities Scholarship""",Digital Dialogues,4/20/2011 14:34
congratulations-to-dave-lester,Congratulations to Dave Lester!,Neil Fraistat,4/20/2011 10:33
419-mith-digital-dialogue-james-smith-player-piano-mechanizing-the-humanities,"4/19 MITH Digital Dialogue: James Smith, ""Player Piano: Mechanizing the Humanities""",Digital Dialogues,4/13/2011 10:40
matthew-kirschenbaum-awarded-guggenheim-fellowship,Matthew Kirschenbaum awarded Guggenheim Fellowship,James Neal,4/12/2011 16:20
412-mith-digital-dialogue-maria-velazquez-communities-incarnate-virtual-intimacies-of-body-and-place,"4/12 MITH Digital Dialogue: Maria Velazquez, ""Communities Incarnate: Virtual Intimacies of Body and Place""",Digital Dialogues,4/9/2011 17:53
48-mith-digital-dialogue-richard-grusin-the-future-of-21st-century-studies,"4/8 MITH Digital Dialogue: Richard Grusin, ""The Future of 21st Century Studies""",Digital Dialogues,4/1/2011 16:00
mith-and-dh-in-the-news-and-in-the-world,MITH and DH in the News and in the World,MITH,3/29/2011 8:02
329-mith-digital-dialogue-travis-brown-teaching-machines-to-read-milton-natural-language-processing-challenges-for-literary-and-historical-texts,"3/29 MITH Digital Dialogue: Travis Brown, ""Teaching Machines to Read Milton: Natural Language Processing Challenges for Literary and Historical Texts""",Digital Dialogues,3/23/2011 9:56
associate-director-position-assistant-dean-libraries,"We're Hiring: Associate Director, MITH; Assistant Dean for Digital Humanities Research, Libraries",MITH,3/18/2011 12:01
315-mith-digital-dialogue-thomas-gideon-the-international-amateur-scanning-league-unlocking-the-federal-archives-one-work-at-a-time,"3/15 MITH Digital Dialogue: Thomas Gideon, ""The International Amateur Scanning League, Unlocking the Federal Archives One Work at a Time""",Digital Dialogues,3/9/2011 11:05
how-byronic-is-emma-woodchipping-the-digital-humanities,‘How Byronic is Emma’: Woodchipping the Digital Humanities,MITH,3/8/2011 17:30
mith-hosts-corporacamp,MITH Hosts CorporaCamp,MITH,3/2/2011 17:02
38-mith-digital-dialogue-mary-flanagan-playworlds-rule-systems,"3/8 MITH Digital Dialogue: Mary Flanagan, ""Playworlds: rule systems & relational art""",Digital Dialogues,3/2/2011 9:06
31-mith-digital-dialogue-tim-carmody-stop-being-polite-and-start-getting-real-professional-education-for-professional-humanists,"3/1 MITH Digital Dialogue: Tim Carmody, ""Stop Being Polite and Start Getting Real: Professional Education for Professional Humanists""",Digital Dialogues,2/23/2011 8:46
position-available-mith-community-lead,Position Available: MITH Community Lead,MITH,2/18/2011 11:48
coalition-for-networked-information-cni-video-featuring-mith39s-matthew-kirschenbaum-and-rachel-donahaue-45-digital-forensics-cultural-heritage,Coalition for Networked Information (CNI) - VIDEO featuring MITH's Matthew Kirschenbaum and Rachel Donahaue - Digital Forensics & Cultural Heritage,MITH,2/16/2011 16:38
222-mith-digital-dialogue-julie-meloni-community-cohesion-and-commitment-developing-and-deploying-open-source-tools-in-the-uva-online-library-environment,"2/22 MITH Digital Dialogue: Julie Meloni, Community, Cohesion, and Commitment: Developing and Deploying Open Source Tools in the UVa Online Library Environment",Digital Dialogues,2/16/2011 10:42
introducing-tile-0-9,Introducing TILE 0.9,MITH,2/14/2011 15:37
215-mith-digital-dialogue-trevor-owens-the-time-and-place-for-space-and-time-interfaces-to-distributed-cultural-heritage-collections,"2/15 MITH Digital Dialogue: Trevor Owens, The Time and Place for Space and Time: Interfaces to distributed cultural heritage collections",Digital Dialogues,2/9/2011 9:21
the-questions-of-digital-humanities,The Question(s) of Digital Humanities,Neil Fraistat,2/7/2011 16:00
